trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
191,False,"{'a': 0.2, 'e': 1.0}",20,0,-79.80405281963537,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
192,False,"{'a': 0.2, 'e': 1.0}",20,0,-146.9914911687227,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 2}",0
193,False,"{'a': 0.2, 'e': 1.0}",35,0,-82.60181735373615,"{0: 24, 1: 5, 2: 5, 3: 0, 4: 1}",0
194,False,"{'a': 0.2, 'e': 1.0}",30,0,-100.1791550106767,"{0: 16, 1: 5, 2: 8, 3: 1, 4: 0}",0
195,False,"{'a': 0.2, 'e': 1.0}",25,0,-104.77204193173954,"{0: 16, 1: 1, 2: 6, 3: 1, 4: 1}",0
196,False,"{'a': 0.2, 'e': 1.0}",20,0,-22.742395622875108,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
197,False,"{'a': 0.2, 'e': 1.0}",20,0,-75.21044850487182,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
198,False,"{'a': 0.2, 'e': 1.0}",25,0,-73.16961088298225,"{0: 17, 1: 2, 2: 4, 3: 2, 4: 0}",0
199,False,"{'a': 0.2, 'e': 1.0}",25,0,-151.32246957106528,"{0: 13, 1: 3, 2: 5, 3: 3, 4: 1}",0
200,False,"{'a': 0.2, 'e': 1.0}",20,0,-46.73753212604483,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
201,False,"{'a': 0.2, 'e': 0.99}",25,0,-48.876390127340116,"{0: 15, 1: 7, 2: 3, 3: 0, 4: 0}",0
202,False,"{'a': 0.2, 'e': 0.9801}",20,0,-133.55420293878421,"{0: 9, 1: 2, 2: 7, 3: 1, 4: 1}",0
203,False,"{'a': 0.2, 'e': 0.9702989999999999}",25,0,-110.0233251154197,"{0: 19, 1: 2, 2: 1, 3: 0, 4: 3}",0
204,False,"{'a': 0.2, 'e': 0.96059601}",20,0,-154.75548863510946,"{0: 10, 1: 3, 2: 3, 3: 2, 4: 2}",0
205,False,"{'a': 0.2, 'e': 0.9509900498999999}",25,0,-44.94261655690714,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
206,False,"{'a': 0.2, 'e': 0.9414801494009999}",20,0,-116.88840409302928,"{0: 10, 1: 2, 2: 6, 3: 1, 4: 1}",0
207,False,"{'a': 0.2, 'e': 0.9320653479069899}",20,0,-52.96656030435802,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
208,False,"{'a': 0.2, 'e': 0.92274469442792}",20,0,-131.31290512914953,"{0: 8, 1: 5, 2: 5, 3: 1, 4: 1}",0
209,False,"{'a': 0.2, 'e': 0.9135172474836407}",20,0,-115.22953856982096,"{0: 12, 1: 4, 2: 1, 3: 1, 4: 2}",0
210,False,"{'a': 0.2, 'e': 0.9043820750088043}",25,0,-52.32315725419765,"{0: 17, 1: 1, 2: 7, 3: 0, 4: 0}",0
211,False,"{'a': 0.2, 'e': 0.8953382542587163}",25,13,-44.99935216941294,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 1}",1
212,False,"{'a': 0.2, 'e': 0.8863848717161291}",20,0,-52.05692635436399,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
213,False,"{'a': 0.2, 'e': 0.8775210229989678}",35,0,-167.98563050448087,"{0: 20, 1: 1, 2: 11, 3: 2, 4: 1}",0
214,False,"{'a': 0.2, 'e': 0.8687458127689781}",25,8,-51.488217495316896,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 1}",1
215,False,"{'a': 0.2, 'e': 0.8600583546412883}",20,0,-111.96000219204068,"{0: 9, 1: 4, 2: 6, 3: 0, 4: 1}",0
216,False,"{'a': 0.2, 'e': 0.8514577710948754}",20,0,-87.38721386045853,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
217,False,"{'a': 0.2, 'e': 0.8429431933839266}",25,0,-45.830068868456735,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
218,False,"{'a': 0.2, 'e': 0.8345137614500874}",20,0,-48.732855500978395,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
219,False,"{'a': 0.2, 'e': 0.8261686238355865}",20,0,-114.83558010358539,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
220,False,"{'a': 0.2, 'e': 0.8179069375972307}",30,0,-174.0553260304513,"{0: 22, 1: 0, 2: 4, 3: 0, 4: 4}",0
221,False,"{'a': 0.2, 'e': 0.8097278682212583}",20,0,-20.949988792735603,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
222,False,"{'a': 0.2, 'e': 0.8016305895390458}",30,0,-107.69607051195213,"{0: 22, 1: 1, 2: 5, 3: 0, 4: 2}",0
223,False,"{'a': 0.2, 'e': 0.7936142836436553}",30,14,-98.966393324461,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 2}",1
224,False,"{'a': 0.2, 'e': 0.7856781408072188}",30,0,-38.49197059861384,"{0: 26, 1: 0, 2: 3, 3: 0, 4: 1}",0
225,False,"{'a': 0.2, 'e': 0.7778213593991465}",25,17,-40.16407861721959,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
226,False,"{'a': 0.2, 'e': 0.7700431458051551}",20,13,6.306498503730644,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.2, 'e': 0.7623427143471035}",20,0,-40.089201264759424,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
228,False,"{'a': 0.2, 'e': 0.7547192872036325}",25,1,-59.973397215720794,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 1}",1
229,False,"{'a': 0.2, 'e': 0.7471720943315961}",25,0,-147.3196075191497,"{0: 17, 1: 2, 2: 2, 3: 1, 4: 3}",0
230,False,"{'a': 0.2, 'e': 0.7397003733882802}",25,0,-111.67528190284372,"{0: 16, 1: 2, 2: 4, 3: 2, 4: 1}",0
231,False,"{'a': 0.2, 'e': 0.7323033696543974}",20,0,-67.86303250378643,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
232,False,"{'a': 0.2, 'e': 0.7249803359578534}",25,0,-156.97780553849807,"{0: 13, 1: 2, 2: 8, 3: 0, 4: 2}",0
233,False,"{'a': 0.2, 'e': 0.7177305325982748}",25,0,-189.36301320400682,"{0: 16, 1: 1, 2: 3, 3: 1, 4: 4}",0
234,False,"{'a': 0.2, 'e': 0.7105532272722921}",20,8,-58.39030231496549,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 1}",1
235,False,"{'a': 0.2, 'e': 0.7034476949995692}",20,11,-40.158562691076234,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
236,False,"{'a': 0.2, 'e': 0.6964132180495735}",25,0,-180.88015238812892,"{0: 16, 1: 2, 2: 3, 3: 0, 4: 4}",0
237,False,"{'a': 0.2, 'e': 0.6894490858690777}",20,12,-7.0363890371408395,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
238,False,"{'a': 0.2, 'e': 0.682554595010387}",25,0,-35.96839841402267,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
239,False,"{'a': 0.2, 'e': 0.6757290490602831}",25,0,-82.09469058591225,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
240,False,"{'a': 0.2, 'e': 0.6689717585696803}",30,2,-35.78393800588384,"{0: 21, 1: 1, 2: 6, 3: 0, 4: 0}",1
241,False,"{'a': 0.2, 'e': 0.6622820409839835}",20,0,-49.29230855755318,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
242,False,"{'a': 0.2, 'e': 0.6556592205741436}",20,1,-30.388303735698983,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 0}",1
243,False,"{'a': 0.2, 'e': 0.6491026283684022}",30,0,-34.6846793296951,"{0: 24, 1: 3, 2: 2, 3: 0, 4: 1}",0
244,False,"{'a': 0.2, 'e': 0.6426116020847181}",25,6,-73.60059157495746,"{0: 12, 1: 3, 2: 2, 3: 1, 4: 1}",1
245,False,"{'a': 0.2, 'e': 0.6361854860638709}",35,16,-43.90490776648336,"{0: 14, 1: 0, 2: 3, 3: 2, 4: 0}",1
246,False,"{'a': 0.2, 'e': 0.6298236312032323}",20,0,-46.426244492977496,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
247,False,"{'a': 0.2, 'e': 0.6235253948912}",20,8,-44.062923857070345,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
248,False,"{'a': 0.2, 'e': 0.617290140942288}",25,9,-75.94409781444469,"{0: 11, 1: 1, 2: 1, 3: 2, 4: 1}",1
249,False,"{'a': 0.2, 'e': 0.6111172395328651}",20,0,-35.82695034314767,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
250,False,"{'a': 0.2, 'e': 0.6050060671375365}",20,0,-43.03787503518799,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
251,False,"{'a': 0.2, 'e': 0.5989560064661611}",30,0,-56.57400852139958,"{0: 23, 1: 0, 2: 6, 3: 1, 4: 0}",0
252,False,"{'a': 0.2, 'e': 0.5929664464014994}",20,0,-9.04643341044237,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
253,False,"{'a': 0.2, 'e': 0.5870367819374844}",20,10,-18.587257624861042,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
254,False,"{'a': 0.2, 'e': 0.5811664141181095}",25,15,-69.40362736071829,"{0: 5, 1: 0, 2: 4, 3: 0, 4: 1}",1
255,False,"{'a': 0.2, 'e': 0.5753547499769285}",20,14,-40.65939837217432,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 1}",1
256,False,"{'a': 0.2, 'e': 0.5696012024771592}",20,0,-111.43491645527433,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
257,False,"{'a': 0.2, 'e': 0.5639051904523876}",35,19,-17.120511705700054,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
258,False,"{'a': 0.2, 'e': 0.5582661385478638}",20,6,-72.87974072388285,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 2}",1
259,False,"{'a': 0.2, 'e': 0.5526834771623851}",25,16,7.636089998332412,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.2, 'e': 0.5471566423907612}",20,0,-133.29791353278964,"{0: 13, 1: 0, 2: 3, 3: 2, 4: 2}",0
261,False,"{'a': 0.2, 'e': 0.5416850759668536}",20,0,7.4165009439256,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
262,False,"{'a': 0.2, 'e': 0.536268225207185}",20,11,12.027683178609475,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.2, 'e': 0.5309055429551132}",30,18,-41.99542109045086,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 1}",1
264,False,"{'a': 0.2, 'e': 0.525596487525562}",30,17,-10.766792678348079,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
265,False,"{'a': 0.2, 'e': 0.5203405226503064}",20,4,-22.58329033032268,"{0: 11, 1: 2, 2: 3, 3: 0, 4: 0}",1
266,False,"{'a': 0.2, 'e': 0.5151371174238033}",25,8,0.9285723299204678,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
267,False,"{'a': 0.2, 'e': 0.5099857462495653}",25,0,-45.72963944137706,"{0: 18, 1: 1, 2: 6, 3: 0, 4: 0}",0
268,False,"{'a': 0.2, 'e': 0.5048858887870696}",20,8,-16.462052557234415,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
269,False,"{'a': 0.2, 'e': 0.4998370298991989}",20,10,-23.47566354892659,"{0: 6, 1: 1, 2: 3, 3: 0, 4: 0}",1
270,False,"{'a': 0.2, 'e': 0.49483865960020695}",30,13,-61.289255153998596,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 1}",1
271,False,"{'a': 0.2, 'e': 0.4898902730042049}",30,16,-45.236862691460885,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 1}",1
272,False,"{'a': 0.2, 'e': 0.48499137027416284}",25,0,-26.13128746864425,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
273,False,"{'a': 0.2, 'e': 0.4801414565714212}",20,16,8.810796218180222,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.2, 'e': 0.475340042005707}",20,11,5.895835797225461,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
275,False,"{'a': 0.2, 'e': 0.47058664158564995}",25,0,-158.2722988756111,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 4}",0
276,False,"{'a': 0.2, 'e': 0.4658807751697934}",20,0,-10.52598705350626,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
277,False,"{'a': 0.2, 'e': 0.4612219674180955}",30,0,-33.425713955249066,"{0: 26, 1: 2, 2: 0, 3: 1, 4: 1}",0
278,False,"{'a': 0.2, 'e': 0.45660974774391455}",20,0,-76.76370616601501,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
279,False,"{'a': 0.2, 'e': 0.4520436502664754}",25,8,-36.73284047704834,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
280,False,"{'a': 0.2, 'e': 0.44752321376381066}",20,7,-0.3291801875382905,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 0}",1
281,False,"{'a': 0.2, 'e': 0.44304798162617254}",20,13,-0.206919547655934,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
282,False,"{'a': 0.2, 'e': 0.4386175018099108}",30,7,-26.785329252998707,"{0: 19, 1: 2, 2: 1, 3: 0, 4: 1}",1
283,False,"{'a': 0.2, 'e': 0.4342313267918117}",20,0,-7.19360447937765,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
284,False,"{'a': 0.2, 'e': 0.4298890135238936}",20,0,32.533796860913725,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
285,False,"{'a': 0.2, 'e': 0.42559012338865465}",20,0,26.79348877038072,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
286,False,"{'a': 0.2, 'e': 0.4213342221547681}",20,15,7.103807522604289,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.2, 'e': 0.41712087993322045}",20,0,-67.48625378377686,"{0: 16, 1: 0, 2: 1, 3: 2, 4: 1}",0
288,False,"{'a': 0.2, 'e': 0.41294967113388825}",25,14,-4.681778236140611,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
289,False,"{'a': 0.2, 'e': 0.40882017442254937}",30,0,-48.347220862435265,"{0: 24, 1: 2, 2: 3, 3: 0, 4: 1}",0
290,False,"{'a': 0.2, 'e': 0.4047319726783239}",20,10,-5.287837028275167,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
291,False,"{'a': 0.2, 'e': 0.40068465295154065}",20,0,-93.22251417868611,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 3}",0
292,False,"{'a': 0.2, 'e': 0.39667780642202527}",25,4,14.991209024805173,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 0}",1
293,False,"{'a': 0.2, 'e': 0.392711028357805}",20,8,-12.732192899636612,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
294,False,"{'a': 0.2, 'e': 0.38878391807422696}",25,8,-85.92638216912248,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 2}",1
295,False,"{'a': 0.2, 'e': 0.3848960788934847}",20,5,25.66793489566751,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.2, 'e': 0.38104711810454983}",30,0,-26.928059386049195,"{0: 24, 1: 2, 2: 3, 3: 1, 4: 0}",1
297,False,"{'a': 0.2, 'e': 0.37723664692350434}",20,11,6.10733677964721,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
298,False,"{'a': 0.2, 'e': 0.37346428045426927}",20,4,22.793351758927418,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.2, 'e': 0.36972963764972655}",20,4,4.416830527924056,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 0}",1
300,False,"{'a': 0.2, 'e': 0.36603234127322926}",35,20,17.99322700069729,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.2, 'e': 0.36237201786049694}",30,17,-7.764460114194737,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
302,False,"{'a': 0.2, 'e': 0.358748297681892}",20,7,-17.368415804921693,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
303,False,"{'a': 0.2, 'e': 0.35516081470507305}",30,0,-7.937096372371123,"{0: 27, 1: 0, 2: 2, 3: 1, 4: 0}",0
304,False,"{'a': 0.2, 'e': 0.3516092065580223}",25,18,-11.572192070947384,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
305,False,"{'a': 0.2, 'e': 0.34809311449244207}",20,0,31.92264025658952,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
306,False,"{'a': 0.2, 'e': 0.34461218334751764}",35,17,-19.778932747560148,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 0}",1
307,False,"{'a': 0.2, 'e': 0.34116606151404244}",35,9,-84.04456586451465,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 3}",1
308,False,"{'a': 0.2, 'e': 0.337754400898902}",20,0,12.729798753042699,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
309,False,"{'a': 0.2, 'e': 0.334376856889913}",20,8,-32.81897796605223,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
310,False,"{'a': 0.2, 'e': 0.33103308832101386}",20,4,19.229433932774135,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.2, 'e': 0.3277227574378037}",25,15,-32.1394887139837,"{0: 7, 1: 0, 2: 2, 3: 1, 4: 0}",1
312,False,"{'a': 0.2, 'e': 0.3244455298634257}",30,0,-26.013661911827395,"{0: 25, 1: 0, 2: 4, 3: 1, 4: 0}",1
313,False,"{'a': 0.2, 'e': 0.3212010745647914}",30,15,3.6793181403445847,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
314,False,"{'a': 0.2, 'e': 0.3179890638191435}",20,0,20.73370890439429,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
315,False,"{'a': 0.2, 'e': 0.31480917318095203}",20,0,-4.636657919507083,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",1
316,False,"{'a': 0.2, 'e': 0.3116610814491425}",25,0,-1.562650131382517,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
317,False,"{'a': 0.2, 'e': 0.30854447063465107}",25,17,19.1494114200483,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.2, 'e': 0.30545902592830454}",30,2,-52.8478065273145,"{0: 21, 1: 2, 2: 4, 3: 0, 4: 1}",1
319,False,"{'a': 0.2, 'e': 0.3024044356690215}",20,2,3.042592392737048,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 0}",1
320,False,"{'a': 0.2, 'e': 0.29938039131233124}",20,4,12.785352250126646,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
321,False,"{'a': 0.2, 'e': 0.2963865873992079}",25,13,20.225389529215875,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.2, 'e': 0.29342272152521587}",20,8,1.6609045530941013,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
323,False,"{'a': 0.2, 'e': 0.2904884943099637}",20,8,-27.918358565866058,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
324,False,"{'a': 0.2, 'e': 0.28758360936686406}",20,13,10.765885543208462,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.2, 'e': 0.2847077732731954}",20,12,-9.303888306353526,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
326,False,"{'a': 0.2, 'e': 0.28186069554046345}",20,0,3.731605378091203,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
327,False,"{'a': 0.2, 'e': 0.2790420885850588}",20,4,16.59719878614036,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
328,False,"{'a': 0.2, 'e': 0.2762516676992082}",20,0,-4.828074193210576,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
329,False,"{'a': 0.2, 'e': 0.27348915102221616}",20,2,-25.327485968636967,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
330,False,"{'a': 0.2, 'e': 0.270754259511994}",20,3,21.70040575195687,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.2, 'e': 0.26804671691687404}",20,8,2.712749315041418,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
332,False,"{'a': 0.2, 'e': 0.2653662497477053}",30,15,17.06732080071057,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
333,False,"{'a': 0.2, 'e': 0.2627125872502282}",25,15,-11.569485164528258,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
334,False,"{'a': 0.2, 'e': 0.2600854613777259}",30,0,-59.72522849333616,"{0: 22, 1: 2, 2: 4, 3: 2, 4: 0}",0
335,False,"{'a': 0.2, 'e': 0.2574846067639487}",25,3,-3.643467937107702,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 0}",1
336,False,"{'a': 0.2, 'e': 0.2549097606963092}",20,0,-63.190475460901624,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
337,False,"{'a': 0.2, 'e': 0.2523606630893461}",25,2,1.0339901903280904,"{0: 20, 1: 1, 2: 1, 3: 1, 4: 0}",1
338,False,"{'a': 0.2, 'e': 0.24983705645845267}",35,19,22.719925777445308,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.2, 'e': 0.24733868589386815}",20,5,1.0041624405558218,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
340,False,"{'a': 0.2, 'e': 0.24486529903492946}",20,7,6.396444534522562,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
341,False,"{'a': 0.2, 'e': 0.24241664604458016}",25,1,-19.341695338296258,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 1}",1
342,False,"{'a': 0.2, 'e': 0.23999247958413436}",20,6,17.777946165615234,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
343,False,"{'a': 0.2, 'e': 0.23759255478829303}",30,20,20.08506669179875,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.2, 'e': 0.2352166292404101}",20,4,1.2765360809923416,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
345,False,"{'a': 0.2, 'e': 0.232864462948006}",20,0,-51.22246477147186,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
346,False,"{'a': 0.2, 'e': 0.23053581831852593}",30,12,-8.38168581160242,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 0}",1
347,False,"{'a': 0.2, 'e': 0.22823046013534068}",25,0,16.144244107223003,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
348,False,"{'a': 0.2, 'e': 0.22594815553398728}",20,16,6.833900700795088,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.2, 'e': 0.22368867397864742}",30,10,20.889957605714596,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
350,False,"{'a': 0.2, 'e': 0.22145178723886094}",20,13,-14.67808927264023,"{0: 5, 1: 1, 2: 0, 3: 1, 4: 0}",1
351,False,"{'a': 0.2, 'e': 0.21923726936647234}",25,11,22.73254493239086,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.2, 'e': 0.2170448966728076}",30,16,24.889246866872092,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.2, 'e': 0.21487444770607952}",20,9,18.607546858126412,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.2, 'e': 0.21272570322901874}",25,14,6.780393084366661,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
355,False,"{'a': 0.2, 'e': 0.21059844619672854}",30,16,15.01739231989654,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
356,False,"{'a': 0.2, 'e': 0.20849246173476127}",25,6,10.538299823881246,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
357,False,"{'a': 0.2, 'e': 0.20640753711741366}",20,11,-29.26389375632186,"{0: 6, 1: 0, 2: 2, 3: 1, 4: 0}",1
358,False,"{'a': 0.2, 'e': 0.20434346174623952}",25,0,-27.629527789071634,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
359,False,"{'a': 0.2, 'e': 0.20230002712877712}",20,6,-15.258903707509301,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 0}",1
360,False,"{'a': 0.2, 'e': 0.20027702685748935}",30,22,2.2651257320226827,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
361,False,"{'a': 0.2, 'e': 0.19827425658891445}",30,0,8.181650837527382,"{0: 28, 1: 0, 2: 1, 3: 1, 4: 0}",0
362,False,"{'a': 0.2, 'e': 0.1962915140230253}",30,3,19.397567361845294,"{0: 25, 1: 0, 2: 2, 3: 0, 4: 0}",1
363,False,"{'a': 0.2, 'e': 0.19432859888279505}",35,1,-0.4970711421715859,"{0: 31, 1: 1, 2: 1, 3: 0, 4: 1}",1
364,False,"{'a': 0.2, 'e': 0.1923853128939671}",25,2,11.310073142117892,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
365,False,"{'a': 0.2, 'e': 0.19046145976502743}",25,17,9.462478931373738,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.2, 'e': 0.18855684516737714}",30,9,17.372412053473308,"{0: 20, 1: 0, 2: 0, 3: 1, 4: 0}",1
367,False,"{'a': 0.2, 'e': 0.18667127671570335}",30,4,21.282802583489463,"{0: 25, 1: 0, 2: 0, 3: 1, 4: 0}",1
368,False,"{'a': 0.2, 'e': 0.18480456394854633}",25,0,10.51704514910036,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
369,False,"{'a': 0.2, 'e': 0.18295651830906087}",30,16,23.382563225750214,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
370,False,"{'a': 0.2, 'e': 0.18112695312597027}",20,2,18.22012732601773,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
371,False,"{'a': 0.2, 'e': 0.17931568359471056}",20,12,16.63681757261336,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.2, 'e': 0.17752252675876345}",20,15,6.718646201920792,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
373,False,"{'a': 0.2, 'e': 0.17574730149117582}",20,9,8.778022060566407,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.2, 'e': 0.17398982847626407}",25,7,-20.57836122786318,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
375,False,"{'a': 0.2, 'e': 0.17224993019150142}",20,8,-0.5354480911935389,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
