trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
376,False,"{'a': 0.2, 'e': 0.1705274308895864}",25,5,32.61723461369864,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.2, 'e': 0.16882215658069055}",30,18,25.145939797901544,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.2, 'e': 0.16713393501488363}",25,10,-9.374509642444023,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
379,False,"{'a': 0.2, 'e': 0.16546259566473479}",20,6,16.288534043502345,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
380,False,"{'a': 0.2, 'e': 0.16380796970808745}",25,17,-28.99677871275662,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
381,False,"{'a': 0.2, 'e': 0.16216989001100657}",25,8,30.193039438468062,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.2, 'e': 0.1605481911108965}",20,12,3.884625242559646,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
383,False,"{'a': 0.2, 'e': 0.15894270919978754}",20,6,22.063849301932283,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.2, 'e': 0.15735328210778965}",25,15,11.567068498188362,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.2, 'e': 0.15577974928671176}",20,0,11.492138190008674,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
386,False,"{'a': 0.2, 'e': 0.15422195179384465}",30,15,28.48395601000166,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.2, 'e': 0.1526797322759062}",25,10,15.410982530390251,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
388,False,"{'a': 0.2, 'e': 0.15115293495314713}",25,3,36.61442818611196,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.2, 'e': 0.14964140560361566}",25,9,4.36341727741871,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
390,False,"{'a': 0.2, 'e': 0.1481449915475795}",35,5,36.98033932502702,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.2, 'e': 0.1466635416321037}",25,9,24.360860886686535,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.2, 'e': 0.14519690621578268}",20,6,15.417281444141528,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.2, 'e': 0.14374493715362485}",35,12,45.19665117883082,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.2, 'e': 0.1423074877820886}",30,10,34.628263020261016,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.2, 'e': 0.1408844129042677}",25,8,29.19017422878557,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
396,False,"{'a': 0.2, 'e': 0.13947556877522502}",25,14,-22.987405573158746,"{0: 9, 1: 0, 2: 0, 3: 2, 4: 0}",1
397,False,"{'a': 0.2, 'e': 0.13808081308747278}",25,8,15.851856170813058,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
398,False,"{'a': 0.2, 'e': 0.13670000495659804}",20,4,-14.190212296360244,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
399,False,"{'a': 0.2, 'e': 0.13533300490703207}",25,19,10.825651341168129,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.2, 'e': 0.13397967485796175}",20,10,6.957044263871014,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
401,False,"{'a': 0.2, 'e': 0.13263987810938213}",20,14,10.188684108931998,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.2, 'e': 0.1313134793282883}",25,15,6.382514021993997,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
403,False,"{'a': 0.2, 'e': 0.13000034453500542}",20,10,7.773309338579442,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
404,False,"{'a': 0.2, 'e': 0.12870034108965536}",25,11,13.848663800324966,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
405,False,"{'a': 0.2, 'e': 0.12741333767875881}",20,16,7.100605106987869,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
406,False,"{'a': 0.2, 'e': 0.12613920430197123}",25,7,35.256490975464935,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.2, 'e': 0.12487781225895152}",30,3,40.14288094708538,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.2, 'e': 0.123629034136362}",25,15,10.426806689108588,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
409,False,"{'a': 0.2, 'e': 0.12239274379499838}",20,0,-2.008762259685187,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
410,False,"{'a': 0.2, 'e': 0.1211688163570484}",20,16,8.365880733192963,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 0.2, 'e': 0.11995712819347792}",30,1,-35.90531266062808,"{0: 25, 1: 0, 2: 3, 3: 0, 4: 1}",1
412,False,"{'a': 0.2, 'e': 0.11875755691154315}",25,11,16.00144542501835,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
413,False,"{'a': 0.2, 'e': 0.11756998134242772}",25,12,23.838637490489226,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.2, 'e': 0.11639428152900344}",30,16,0.5768079098701846,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
415,False,"{'a': 0.2, 'e': 0.11523033871371341}",25,11,25.032038847410764,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.2, 'e': 0.11407803532657627}",20,14,-41.390586012234515,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 1}",1
417,False,"{'a': 0.2, 'e': 0.11293725497331052}",20,13,14.610653773701339,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 0.2, 'e': 0.1118078824235774}",20,5,26.304076870637974,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.2, 'e': 0.11068980359934164}",20,3,28.937551586972365,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
420,False,"{'a': 0.2, 'e': 0.10958290556334822}",25,11,9.650005695009451,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
421,False,"{'a': 0.2, 'e': 0.10848707650771475}",25,8,24.75331895005222,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.2, 'e': 0.1074022057426376}",25,14,20.221329663451982,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.2, 'e': 0.10632818368521123}",30,17,24.42578093563832,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.2, 'e': 0.10526490184835911}",30,11,19.1036193931378,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
425,False,"{'a': 0.2, 'e': 0.10421225282987552}",25,0,39.366122212278555,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
426,False,"{'a': 0.2, 'e': 0.10317013030157676}",25,12,8.625067220175803,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
427,False,"{'a': 0.2, 'e': 0.10213842899856099}",30,18,-19.454218594222176,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
428,False,"{'a': 0.2, 'e': 0.10111704470857538}",20,2,18.715897244528605,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
429,False,"{'a': 0.2, 'e': 0.10010587426148963}",20,10,18.045284218609968,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.2, 'e': 0.09910481551887473}",25,4,32.412355492051404,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.2, 'e': 0.09811376736368599}",20,12,13.895687505937858,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.2, 'e': 0.09713262969004913}",20,6,15.052001725988255,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
433,False,"{'a': 0.2, 'e': 0.09616130339314863}",20,9,18.263442969048107,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 0.2, 'e': 0.09519969035921715}",20,9,9.693544784019888,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
435,False,"{'a': 0.2, 'e': 0.09424769345562498}",20,3,10.362356354521024,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
436,False,"{'a': 0.2, 'e': 0.09330521652106873}",20,12,5.391142595600401,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
437,False,"{'a': 0.2, 'e': 0.09237216435585804}",25,13,18.684239931133536,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.2, 'e': 0.09144844271229946}",20,15,9.543595036692953,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.2, 'e': 0.09053395828517646}",20,6,-19.871861612359176,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
440,False,"{'a': 0.2, 'e': 0.08962861870232469}",30,6,34.82425989855651,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
441,False,"{'a': 0.2, 'e': 0.08873233251530144}",20,0,-33.17291976692032,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
442,False,"{'a': 0.2, 'e': 0.08784500919014843}",25,6,27.70975872096109,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.2, 'e': 0.08696655909824694}",20,0,31.287162280685063,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.2, 'e': 0.08609689350726446}",25,1,28.75537926108877,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.2, 'e': 0.08523592457219181}",35,27,14.159304357186711,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.2, 'e': 0.0843835653264699}",35,10,29.92375371659748,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.2, 'e': 0.0835397296732052}",20,12,13.710863700221646,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.2, 'e': 0.08270433237647315}",20,16,8.014802166768929,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.2, 'e': 0.08187728905270841}",30,5,-24.42736980685144,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 1}",1
450,False,"{'a': 0.2, 'e': 0.08105851616218133}",25,0,38.14861484294453,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
451,False,"{'a': 0.2, 'e': 0.08024793100055952}",20,2,29.237051838652977,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.2, 'e': 0.07944545169055392}",30,8,15.110003937266134,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 0}",1
453,False,"{'a': 0.2, 'e': 0.07865099717364837}",20,8,21.316661192896298,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.2, 'e': 0.07786448720191189}",30,12,34.0594081871958,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.2, 'e': 0.07708584232989277}",25,20,9.709115574233724,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.2, 'e': 0.07631498390659384}",25,8,9.550944157633785,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
457,False,"{'a': 0.2, 'e': 0.07555183406752791}",20,6,23.849737186060942,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.2, 'e': 0.07479631572685264}",20,10,23.459065770667728,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.2, 'e': 0.07404835256958411}",25,19,12.412103432839316,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.2, 'e': 0.07330786904388827}",25,7,29.72631121100495,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.2, 'e': 0.07257479035344938}",25,13,20.81448698307071,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.2, 'e': 0.07184904244991488}",30,16,29.717115365780117,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
463,False,"{'a': 0.2, 'e': 0.07113055202541574}",20,3,32.5045547814193,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
464,False,"{'a': 0.2, 'e': 0.07041924650516158}",25,18,16.620089698805018,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
465,False,"{'a': 0.2, 'e': 0.06971505404010997}",25,11,14.189485439048946,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
466,False,"{'a': 0.2, 'e': 0.06901790349970886}",25,13,13.819643267622048,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
467,False,"{'a': 0.2, 'e': 0.06832772446471178}",25,11,16.485976221359273,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
468,False,"{'a': 0.2, 'e': 0.06764444722006466}",25,12,24.491134655803275,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
469,False,"{'a': 0.2, 'e': 0.066968002747864}",25,15,17.643511497479768,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
470,False,"{'a': 0.2, 'e': 0.06629832272038537}",25,11,23.843971903875808,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
471,False,"{'a': 0.2, 'e': 0.06563533949318151}",20,11,18.25350444137579,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
472,False,"{'a': 0.2, 'e': 0.06497898609824969}",30,12,13.70728950116155,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
473,False,"{'a': 0.2, 'e': 0.0643291962372672}",20,13,2.958644625854478,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
474,False,"{'a': 0.2, 'e': 0.06368590427489453}",30,11,21.74632114314835,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
475,False,"{'a': 0.2, 'e': 0.06304904523214558}",25,19,11.920515146875644,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
476,False,"{'a': 0.2, 'e': 0.06241855477982412}",30,12,33.72645518775441,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
477,False,"{'a': 0.2, 'e': 0.06179436923202588}",25,6,36.16052070996703,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
478,False,"{'a': 0.2, 'e': 0.06117642553970562}",30,17,26.343438167112975,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
479,False,"{'a': 0.2, 'e': 0.06056466128430856}",30,12,29.91754725759876,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
480,False,"{'a': 0.2, 'e': 0.05995901467146548}",20,9,20.68945899601879,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
481,False,"{'a': 0.2, 'e': 0.05935942452475082}",25,14,20.749490961935756,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
482,False,"{'a': 0.2, 'e': 0.058765830279503314}",20,8,26.340222642671826,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
483,False,"{'a': 0.2, 'e': 0.05817817197670828}",20,6,26.574751288587876,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
484,False,"{'a': 0.2, 'e': 0.057596390256941195}",20,13,2.3904962716402465,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
485,False,"{'a': 0.2, 'e': 0.05702042635437178}",25,13,22.603341011041024,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
486,False,"{'a': 0.2, 'e': 0.05645022209082806}",25,17,14.688177110559465,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
487,False,"{'a': 0.2, 'e': 0.05588571986991978}",20,0,30.575658219757365,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
488,False,"{'a': 0.2, 'e': 0.055326862671220584}",30,20,15.043868744111636,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.2, 'e': 0.05477359404450838}",25,13,3.919099801536078,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
490,False,"{'a': 0.2, 'e': 0.054225858104063294}",20,10,18.636462252675088,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.2, 'e': 0.05368359952302266}",25,14,9.180416060573382,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.2, 'e': 0.053146763527792434}",20,10,22.555068786996628,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
493,False,"{'a': 0.2, 'e': 0.052615295892514506}",20,5,5.153664468150675,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
494,False,"{'a': 0.2, 'e': 0.052089142933589364}",25,8,30.518644747314642,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.2, 'e': 0.05156825150425347}",20,3,19.88612626935966,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
496,False,"{'a': 0.2, 'e': 0.051052568989210935}",25,11,26.54588074593309,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
497,False,"{'a': 0.2, 'e': 0.05054204329931883}",20,11,18.234505027349297,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
498,False,"{'a': 0.2, 'e': 0.05003662286632564}",25,15,17.674051586655995,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
499,False,"{'a': 0.2, 'e': 0.04953625663766238}",30,19,18.87725415946783,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
500,False,"{'a': 0.2, 'e': 0.04904089407128576}",20,11,15.487795561179986,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
501,False,"{'a': 0.2, 'e': 0.0485504851305729}",20,12,15.079285574510713,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
502,False,"{'a': 0.2, 'e': 0.048064980279267165}",20,0,-25.106351752496323,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
503,False,"{'a': 0.2, 'e': 0.04758433047647449}",25,10,16.563062494553822,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
504,False,"{'a': 0.2, 'e': 0.04710848717170975}",30,0,27.766097092281456,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
505,False,"{'a': 0.2, 'e': 0.04663740229999265}",20,9,19.502334871160915,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
506,False,"{'a': 0.2, 'e': 0.04617102827699272}",20,12,15.095901280741543,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
507,False,"{'a': 0.2, 'e': 0.045709317994222794}",20,8,20.771948534020463,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
508,False,"{'a': 0.2, 'e': 0.04525222481428057}",25,13,21.535013366137576,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
509,False,"{'a': 0.2, 'e': 0.04479970256613776}",25,12,4.389153189055949,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
510,False,"{'a': 0.2, 'e': 0.04435170554047638}",30,8,39.469236917868855,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
511,False,"{'a': 0.2, 'e': 0.043908188485071616}",20,13,11.134736616606887,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
512,False,"{'a': 0.2, 'e': 0.0434691066002209}",30,17,23.81464848357929,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
513,False,"{'a': 0.2, 'e': 0.04303441553421869}",30,13,15.811095408152358,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
514,False,"{'a': 0.2, 'e': 0.0426040713788765}",20,5,24.016018413933768,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
515,False,"{'a': 0.2, 'e': 0.04217803066508773}",20,5,25.755504100839293,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
516,False,"{'a': 0.2, 'e': 0.04175625035843686}",25,7,32.000108025601364,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
517,False,"{'a': 0.2, 'e': 0.041338687854852486}",30,12,-11.059822655505965,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
518,False,"{'a': 0.2, 'e': 0.04092530097630396}",35,26,17.14777020926802,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
519,False,"{'a': 0.2, 'e': 0.040516047966540916}",25,13,20.382408452888463,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
520,False,"{'a': 0.2, 'e': 0.04011088748687551}",20,11,17.8269419035975,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
521,False,"{'a': 0.2, 'e': 0.03970977861200675}",20,11,7.831204410161675,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
522,False,"{'a': 0.2, 'e': 0.03931268082588668}",25,11,28.048052941711283,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.2, 'e': 0.03891955401762781}",20,14,11.64992199741599,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
524,False,"{'a': 0.2, 'e': 0.03853035847745153}",20,16,5.965350467043623,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
525,False,"{'a': 0.2, 'e': 0.03814505489267701}",20,12,12.180795124078083,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
526,False,"{'a': 0.2, 'e': 0.03776360434375024}",35,16,32.70930087848526,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
527,False,"{'a': 0.2, 'e': 0.03738596830031274}",20,8,7.685776470546918,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
528,False,"{'a': 0.2, 'e': 0.03701210861730961}",20,4,-14.073052295273081,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
529,False,"{'a': 0.2, 'e': 0.03664198753113651}",25,11,13.298566963514478,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
530,False,"{'a': 0.2, 'e': 0.036275567655825146}",25,8,31.382222573215454,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
531,False,"{'a': 0.2, 'e': 0.03591281197926689}",30,13,33.713636174525206,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
532,False,"{'a': 0.2, 'e': 0.035553683859474224}",30,2,45.28730767504381,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
533,False,"{'a': 0.2, 'e': 0.03519814702087948}",20,16,8.478693090939895,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
534,False,"{'a': 0.2, 'e': 0.03484616555067068}",25,1,35.11508384490351,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
535,False,"{'a': 0.2, 'e': 0.034497703895163975}",30,8,40.22986491449586,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
536,False,"{'a': 0.2, 'e': 0.03415272685621234}",20,15,6.8872279217801236,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
537,False,"{'a': 0.2, 'e': 0.03381119958765021}",20,7,25.59362660294549,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
538,False,"{'a': 0.2, 'e': 0.03347308759177371}",20,12,16.718316774198637,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
539,False,"{'a': 0.2, 'e': 0.03313835671585597}",20,12,16.280640738025593,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
540,False,"{'a': 0.2, 'e': 0.03280697314869741}",20,1,33.83766647328374,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
541,False,"{'a': 0.2, 'e': 0.032478903417210436}",25,4,31.91825864128958,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
542,False,"{'a': 0.2, 'e': 0.032154114383038335}",20,5,24.667063446781224,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 0.2, 'e': 0.03183257323920795}",20,12,13.159259659778211,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
544,False,"{'a': 0.2, 'e': 0.03151424750681587}",25,10,23.420780033497874,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
545,False,"{'a': 0.2, 'e': 0.03119910503174771}",25,2,15.938514909176108,"{0: 22, 1: 0, 2: 0, 3: 1, 4: 0}",1
546,False,"{'a': 0.2, 'e': 0.030887113981430233}",20,12,17.273190154094827,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
547,False,"{'a': 0.2, 'e': 0.03057824284161593}",25,7,27.21528531180659,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
548,False,"{'a': 0.2, 'e': 0.03027246041319977}",30,16,26.97236597723285,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
549,False,"{'a': 0.2, 'e': 0.029969735809067772}",30,9,37.77761104819574,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
550,False,"{'a': 0.2, 'e': 0.029670038450977095}",25,12,26.563100109866074,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
551,False,"{'a': 0.2, 'e': 0.029373338066467324}",30,23,9.91034730145999,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
552,False,"{'a': 0.2, 'e': 0.02907960468580265}",25,0,-2.64588204485655,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
553,False,"{'a': 0.2, 'e': 0.028788808638944622}",20,0,33.960848047362774,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
554,False,"{'a': 0.2, 'e': 0.028500920552555174}",20,10,15.311256364690742,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
555,False,"{'a': 0.2, 'e': 0.028215911347029624}",20,3,28.928327387036276,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
556,False,"{'a': 0.2, 'e': 0.027933752233559327}",20,16,6.24034715966776,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
557,False,"{'a': 0.2, 'e': 0.027654414711223735}",20,8,23.333156942415563,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
558,False,"{'a': 0.2, 'e': 0.027377870564111496}",20,8,22.63650287047923,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
559,False,"{'a': 0.2, 'e': 0.027104091858470382}",20,11,18.503156854831065,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
560,False,"{'a': 0.2, 'e': 0.026833050939885677}",20,9,9.034679786586825,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
561,False,"{'a': 0.2, 'e': 0.02656472043048682}",35,9,43.08839067621213,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
