trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
931,False,"{'a': 0.002, 'e': 0.1556726303679973}",20,7,25.434819246409386,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
932,False,"{'a': 0.002, 'e': 0.15536159624506227}",30,13,12.347278810666753,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
933,False,"{'a': 0.002, 'e': 0.15505118356871936}",20,10,7.293100750269675,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
934,False,"{'a': 0.002, 'e': 0.1547413910973175}",25,3,23.183453146164652,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
935,False,"{'a': 0.002, 'e': 0.15443221759168632}",20,14,12.527678430633602,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
936,False,"{'a': 0.002, 'e': 0.1541236618151314}",20,6,27.453348681732436,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
937,False,"{'a': 0.002, 'e': 0.15381572253342926}",25,13,7.9162903619886595,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
938,False,"{'a': 0.002, 'e': 0.15350839851482234}",20,0,-18.010683112754172,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
939,False,"{'a': 0.002, 'e': 0.15320168853001417}",25,20,11.048489090729355,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
940,False,"{'a': 0.002, 'e': 0.15289559135216438}",20,0,30.017179313872745,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
941,False,"{'a': 0.002, 'e': 0.15259010575688386}",25,13,7.476003223318927,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
942,False,"{'a': 0.002, 'e': 0.1522852305222298}",20,0,21.23209940553089,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
943,False,"{'a': 0.002, 'e': 0.1519809644287009}",25,15,17.26956675523379,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
944,False,"{'a': 0.002, 'e': 0.15167730625923234}",20,15,-33.475752770222236,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 1}",1
945,False,"{'a': 0.002, 'e': 0.1513742547991911}",35,0,21.344242903714154,"{0: 32, 1: 1, 2: 2, 3: 0, 4: 0}",0
946,False,"{'a': 0.002, 'e': 0.15107180883637084}",25,3,34.79924024033475,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
947,False,"{'a': 0.002, 'e': 0.15076996716098734}",30,17,23.005351526387734,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
948,False,"{'a': 0.002, 'e': 0.15046872856567356}",20,0,-12.951964623335813,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
949,False,"{'a': 0.002, 'e': 0.15016809184547464}",25,14,-1.867970071706365,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
950,False,"{'a': 0.002, 'e': 0.14986805579784332}",20,5,26.207648706572574,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
951,False,"{'a': 0.002, 'e': 0.14956861922263504}",25,15,15.283004055425877,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
952,False,"{'a': 0.002, 'e': 0.14926978092210305}",30,15,-11.141207328998519,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
953,False,"{'a': 0.002, 'e': 0.1489715397008938}",30,22,15.843153852890861,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
954,False,"{'a': 0.002, 'e': 0.14867389436604195}",30,13,29.801854520809655,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
955,False,"{'a': 0.002, 'e': 0.14837684372696583}",20,14,4.928179529809089,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
956,False,"{'a': 0.002, 'e': 0.14808038659546244}",30,0,-56.995905472649966,"{0: 25, 1: 0, 2: 3, 3: 1, 4: 1}",0
957,False,"{'a': 0.002, 'e': 0.14778452178570287}",20,0,12.340012557536426,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
958,False,"{'a': 0.002, 'e': 0.14748924811422748}",20,9,-14.48917118518947,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
959,False,"{'a': 0.002, 'e': 0.14719456439994122}",20,5,10.988546769711835,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
960,False,"{'a': 0.002, 'e': 0.1469004694641088}",20,6,24.262835853309568,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
961,False,"{'a': 0.002, 'e': 0.14660696213035015}",30,24,9.608412678594112,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
962,False,"{'a': 0.002, 'e': 0.14631404122463545}",25,0,24.059172265709325,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
963,False,"{'a': 0.002, 'e': 0.14602170557528074}",35,17,33.13485254842775,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
964,False,"{'a': 0.002, 'e': 0.14572995401294303}",25,14,-2.966001934750765,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
965,False,"{'a': 0.002, 'e': 0.1454387853706157}",25,10,3.3084062418875053,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
966,False,"{'a': 0.002, 'e': 0.14514819848362373}",25,5,-11.991528372827055,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
967,False,"{'a': 0.002, 'e': 0.14485819218961926}",20,16,5.783604863211297,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
968,False,"{'a': 0.002, 'e': 0.14456876532857668}",30,18,-22.068166831416125,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
969,False,"{'a': 0.002, 'e': 0.14427991674278817}",20,3,-30.156249269922004,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
970,False,"{'a': 0.002, 'e': 0.143991645276859}",20,3,14.946810475132398,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
971,False,"{'a': 0.002, 'e': 0.14370394977770293}",25,6,28.95171199444817,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
972,False,"{'a': 0.002, 'e': 0.14341682909453757}",20,0,9.423514280934178,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
973,False,"{'a': 0.002, 'e': 0.14313028207887982}",25,10,3.1944315740774796,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
974,False,"{'a': 0.002, 'e': 0.14284430758454122}",30,20,12.5906484783949,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
975,False,"{'a': 0.002, 'e': 0.14255890446762343}",20,7,-31.095621978204036,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
976,False,"{'a': 0.002, 'e': 0.1422740715865136}",20,16,9.16346665139785,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
977,False,"{'a': 0.002, 'e': 0.14198980780187978}",20,10,7.800835584801368,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
978,False,"{'a': 0.002, 'e': 0.1417061119766665}",30,0,11.961786114393906,"{0: 27, 1: 1, 2: 2, 3: 0, 4: 0}",0
979,False,"{'a': 0.002, 'e': 0.14142298297609007}",20,0,16.294029088508058,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
980,False,"{'a': 0.002, 'e': 0.1411404196676341}",20,10,4.5582960120550915,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
981,False,"{'a': 0.002, 'e': 0.140858420921045}",25,15,19.720240636366842,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
982,False,"{'a': 0.002, 'e': 0.1405769856083274}",20,0,10.785089392807922,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
983,False,"{'a': 0.002, 'e': 0.14029611260373964}",20,16,8.601168754796541,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
984,False,"{'a': 0.002, 'e': 0.1400158007837894}",20,15,9.244262231592508,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
985,False,"{'a': 0.002, 'e': 0.13973604902722894}",30,18,19.920747344489477,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
986,False,"{'a': 0.002, 'e': 0.13945685621505094}",30,0,5.674181270221086,"{0: 28, 1: 0, 2: 0, 3: 2, 4: 0}",0
987,False,"{'a': 0.002, 'e': 0.13917822123048373}",20,10,19.644294491338883,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
988,False,"{'a': 0.002, 'e': 0.138900142958987}",30,0,6.604416525844577,"{0: 27, 1: 0, 2: 3, 3: 0, 4: 0}",0
989,False,"{'a': 0.002, 'e': 0.13862262028824732}",25,13,4.42096094712722,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
990,False,"{'a': 0.002, 'e': 0.13834565210817362}",30,19,12.622483699711735,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
991,False,"{'a': 0.002, 'e': 0.13806923731089282}",20,10,-26.79257643036258,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
992,False,"{'a': 0.002, 'e': 0.13779337479074535}",25,5,35.3368622479692,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
993,False,"{'a': 0.002, 'e': 0.13751806344428075}",20,0,-20.532339462182286,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
994,False,"{'a': 0.002, 'e': 0.13724330217025332}",25,15,4.589240358977134,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
995,False,"{'a': 0.002, 'e': 0.13696908986961753}",20,7,18.623827547463623,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
996,False,"{'a': 0.002, 'e': 0.13669542544552385}",20,10,18.84822696594463,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
997,False,"{'a': 0.002, 'e': 0.13642230780331424}",20,12,15.408030221677224,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
998,False,"{'a': 0.002, 'e': 0.1361497358505177}",20,13,12.135132154794267,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
999,False,"{'a': 0.002, 'e': 0.13587770849684613}",20,0,8.505892356374083,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1000,False,"{'a': 0.002, 'e': 0.1356062246541897}",30,18,21.097832491612486,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1001,False,"{'a': 0.002, 'e': 0.1353352832366127}",20,12,15.594791487157492,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1002,False,"{'a': 0.002, 'e': 0.13506488316034906}",25,16,14.40054613504865,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1003,False,"{'a': 0.002, 'e': 0.1347950233437982}",20,11,16.057937503725807,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1004,False,"{'a': 0.002, 'e': 0.1345257027075204}",25,11,25.01378485013589,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1005,False,"{'a': 0.002, 'e': 0.13425692017423285}",25,13,23.348362005622324,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1006,False,"{'a': 0.002, 'e': 0.13398867466880493}",25,8,-65.21422604603639,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 2}",1
1007,False,"{'a': 0.002, 'e': 0.1337209651182544}",25,15,4.943164226035132,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1008,False,"{'a': 0.002, 'e': 0.1334537904517426}",25,0,28.813649637982405,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
1009,False,"{'a': 0.002, 'e': 0.1331871496005706}",20,7,11.535504614866955,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1010,False,"{'a': 0.002, 'e': 0.13292104149817452}",20,12,14.439686231584412,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1011,False,"{'a': 0.002, 'e': 0.13265546508012172}",25,8,31.310953513093754,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1012,False,"{'a': 0.002, 'e': 0.13239041928410605}",20,14,-2.1378075701258785,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
1013,False,"{'a': 0.002, 'e': 0.1321259030499441}",25,7,28.223889243320404,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1014,False,"{'a': 0.002, 'e': 0.13186191531957048}",25,17,16.498423317710987,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1015,False,"{'a': 0.002, 'e': 0.131598455037034}",25,1,33.29953579148241,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
1016,False,"{'a': 0.002, 'e': 0.13133552114849303}",35,19,28.31636837511506,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1017,False,"{'a': 0.002, 'e': 0.13107311260221188}",20,4,23.341077645065734,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1018,False,"{'a': 0.002, 'e': 0.13081122834855582}",20,10,9.035649058478999,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1019,False,"{'a': 0.002, 'e': 0.13054986733998764}",25,19,9.435104301575286,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1020,False,"{'a': 0.002, 'e': 0.13028902853106283}",20,2,5.054959782697087,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
1021,False,"{'a': 0.002, 'e': 0.1300287108784259}",20,7,1.1652335042678796,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
1022,False,"{'a': 0.002, 'e': 0.1297689133408058}",25,4,14.118837251745736,"{0: 20, 1: 0, 2: 0, 3: 1, 4: 0}",1
1023,False,"{'a': 0.002, 'e': 0.12950963487901218}",25,7,24.558432480804814,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1024,False,"{'a': 0.002, 'e': 0.12925087445593067}",20,4,-13.244224294505688,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
1025,False,"{'a': 0.002, 'e': 0.1289926310365194}",30,19,18.58179097838764,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1026,False,"{'a': 0.002, 'e': 0.12873490358780423}",35,20,9.083203285064537,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1027,False,"{'a': 0.002, 'e': 0.12847769107887502}",25,8,20.52276321603926,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
1028,False,"{'a': 0.002, 'e': 0.1282209924808815}",25,1,-19.219052157330314,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 1}",1
1029,False,"{'a': 0.002, 'e': 0.1279648067670288}",30,16,25.67073466862356,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1030,False,"{'a': 0.002, 'e': 0.12770913291257383}",25,14,-0.3878662115039513,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
1031,False,"{'a': 0.002, 'e': 0.12745396989482075}",25,14,16.780356788792588,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1032,False,"{'a': 0.002, 'e': 0.1271993166931172}",20,3,26.118434481669976,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1033,False,"{'a': 0.002, 'e': 0.12694517228885002}",25,15,19.5413903925012,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1034,False,"{'a': 0.002, 'e': 0.1266915356654413}",20,15,10.346330243788147,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1035,False,"{'a': 0.002, 'e': 0.1264384058083441}",25,17,-22.70144666258918,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
1036,False,"{'a': 0.002, 'e': 0.12618578170503877}",20,4,-14.392366783117383,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
1037,False,"{'a': 0.002, 'e': 0.12593366234502845}",25,5,25.19997284031333,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1038,False,"{'a': 0.002, 'e': 0.1256820467198355}",20,13,11.6414694803492,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1039,False,"{'a': 0.002, 'e': 0.12543093382299692}",20,9,12.938247959228747,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1040,False,"{'a': 0.002, 'e': 0.12518032265006093}",25,15,21.075458096939638,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1041,False,"{'a': 0.002, 'e': 0.12493021219858241}",20,0,27.321029416687892,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1042,False,"{'a': 0.002, 'e': 0.12468060146811931}",25,8,29.315836861877255,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1043,False,"{'a': 0.002, 'e': 0.12443148946022826}",25,4,32.03075495980001,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
1044,False,"{'a': 0.002, 'e': 0.12418287517846102}",20,0,29.71453416326411,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1045,False,"{'a': 0.002, 'e': 0.12393475762836002}",25,13,20.527667437886574,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1046,False,"{'a': 0.002, 'e': 0.12368713581745483}",20,10,7.553614586436073,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1047,False,"{'a': 0.002, 'e': 0.12344000875525778}",25,13,19.43740576027827,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1048,False,"{'a': 0.002, 'e': 0.12319337545326038}",25,7,34.213361761213356,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1049,False,"{'a': 0.002, 'e': 0.122947234924929}",25,15,16.263590866843682,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1050,False,"{'a': 0.002, 'e': 0.1227015861857013}",25,12,23.07427013022064,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1051,False,"{'a': 0.002, 'e': 0.1224564282529819}",25,14,22.422450902592168,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1052,False,"{'a': 0.002, 'e': 0.12221176014613884}",25,18,6.000252835472374,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
1053,False,"{'a': 0.002, 'e': 0.12196758088649925}",30,8,19.71338436548916,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
1054,False,"{'a': 0.002, 'e': 0.12172388949734589}",20,0,11.792980410922896,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
1055,False,"{'a': 0.002, 'e': 0.12148068500391276}",25,0,-5.1021204456232,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
1056,False,"{'a': 0.002, 'e': 0.12123796643338168}",35,12,5.90943922425204,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 0}",1
1057,False,"{'a': 0.002, 'e': 0.12099573281487792}",30,20,17.054679272698674,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1058,False,"{'a': 0.002, 'e': 0.12075398317946681}",25,0,17.445334274904113,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
1059,False,"{'a': 0.002, 'e': 0.12051271656014938}",25,15,17.172851496980247,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1060,False,"{'a': 0.002, 'e': 0.12027193199185891}",25,13,23.40205364008103,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1061,False,"{'a': 0.002, 'e': 0.12003162851145673}",30,12,29.731967108275363,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1062,False,"{'a': 0.002, 'e': 0.11979180515772868}",20,0,28.626377249472007,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1063,False,"{'a': 0.002, 'e': 0.11955246097138093}",30,12,6.043782250407647,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
1064,False,"{'a': 0.002, 'e': 0.11931359499503652}",25,15,6.929901243873119,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1065,False,"{'a': 0.002, 'e': 0.11907520627323114}",20,9,22.887190360076236,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1066,False,"{'a': 0.002, 'e': 0.11883729385240965}",25,4,-21.70117906424879,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 1}",1
1067,False,"{'a': 0.002, 'e': 0.11859985678092198}",20,8,23.704331086683464,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1068,False,"{'a': 0.002, 'e': 0.11836289410901962}",30,20,-24.074225148719265,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
1069,False,"{'a': 0.002, 'e': 0.11812640488885146}",25,15,19.78100274081209,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1070,False,"{'a': 0.002, 'e': 0.1178903881744604}",30,21,5.563031194056772,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1071,False,"{'a': 0.002, 'e': 0.11765484302177918}",25,1,-10.70711574862825,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 1}",1
1072,False,"{'a': 0.002, 'e': 0.11741976848862698}",20,6,22.728515779252486,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1073,False,"{'a': 0.002, 'e': 0.11718516363470523}",20,0,20.242955405943565,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1074,False,"{'a': 0.002, 'e': 0.11695102752159432}",30,4,30.629978805039975,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",1
1075,False,"{'a': 0.002, 'e': 0.11671735921274938}",20,9,22.147516159379478,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1076,False,"{'a': 0.002, 'e': 0.11648415777349697}",30,15,28.17249508068988,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1077,False,"{'a': 0.002, 'e': 0.11625142227103091}",25,6,19.223492146543208,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
1078,False,"{'a': 0.002, 'e': 0.116019151774409}",20,9,19.094715164309886,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1079,False,"{'a': 0.002, 'e': 0.1157873453545488}",30,15,14.73884496803361,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1080,False,"{'a': 0.002, 'e': 0.11555600208422448}",20,8,21.980463462880955,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1081,False,"{'a': 0.002, 'e': 0.11532512103806251}",20,10,15.76294972603693,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1082,False,"{'a': 0.002, 'e': 0.11509470129253851}",20,11,3.893958306466554,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1083,False,"{'a': 0.002, 'e': 0.11486474192597308}",20,9,18.591738397798807,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1084,False,"{'a': 0.002, 'e': 0.11463524201852858}",20,7,8.631649422908527,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
1085,False,"{'a': 0.002, 'e': 0.11440620065220493}",25,3,32.85753939777179,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1086,False,"{'a': 0.002, 'e': 0.1141776169108365}",20,0,34.246713820485766,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1087,False,"{'a': 0.002, 'e': 0.11394948988008788}",20,13,-7.944904987516305,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
1088,False,"{'a': 0.002, 'e': 0.11372181864745078}",20,2,-0.2806444275112605,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
1089,False,"{'a': 0.002, 'e': 0.11349460230223983}",25,16,18.957239419383093,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1090,False,"{'a': 0.002, 'e': 0.11326783993558948}",25,3,-20.305999824147882,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
1091,False,"{'a': 0.002, 'e': 0.11304153064044985}",25,9,29.581851426986795,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1092,False,"{'a': 0.002, 'e': 0.11281567351158354}",20,12,13.073439356301712,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1093,False,"{'a': 0.002, 'e': 0.11259026764556165}",20,10,17.432749155010434,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1094,False,"{'a': 0.002, 'e': 0.11236531214076052}",20,14,-32.83074800308864,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
1095,False,"{'a': 0.002, 'e': 0.11214080609735771}",30,10,25.835288892714903,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1096,False,"{'a': 0.002, 'e': 0.11191674861732888}",20,9,8.024103470609317,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1097,False,"{'a': 0.002, 'e': 0.11169313880444368}",30,19,18.452215147355084,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1098,False,"{'a': 0.002, 'e': 0.11146997576426268}",20,1,-4.138950122213768,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 0}",1
1099,False,"{'a': 0.002, 'e': 0.1112472586041333}",20,11,14.157872942384376,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1100,False,"{'a': 0.002, 'e': 0.11102498643318673}",35,24,17.3074473308793,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1101,False,"{'a': 0.002, 'e': 0.11080315836233387}",25,15,17.588164350448736,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1102,False,"{'a': 0.002, 'e': 0.11058177350426224}",25,18,12.739891208317934,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1103,False,"{'a': 0.002, 'e': 0.11036083097343202}",25,5,19.890729968622402,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1104,False,"{'a': 0.002, 'e': 0.1101403298860729}",30,19,17.04494237224241,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1105,False,"{'a': 0.002, 'e': 0.10992026936018012}",20,0,6.816597591644485,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
1106,False,"{'a': 0.002, 'e': 0.10970064851551141}",20,2,29.594571884870113,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1107,False,"{'a': 0.002, 'e': 0.10948146647358296}",20,5,30.430793543655508,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1108,False,"{'a': 0.002, 'e': 0.10926272235766643}",20,9,26.88638398505188,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1109,False,"{'a': 0.002, 'e': 0.10904441529278498}",20,13,4.2327622933850835,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1110,False,"{'a': 0.002, 'e': 0.10882654440571013}",25,0,32.8979054649292,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",1
1111,False,"{'a': 0.002, 'e': 0.10860910882495796}",25,8,30.612737983407484,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1112,False,"{'a': 0.002, 'e': 0.10839210768078596}",20,0,25.344149064087414,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1113,False,"{'a': 0.002, 'e': 0.10817554010518914}",35,23,18.865700483938515,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1114,False,"{'a': 0.002, 'e': 0.10795940523189702}",25,14,12.087116676121862,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
